Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1774447065,50,,Aggregated,25.100000,0.000000,18,23,25,27,32,36,41,44,55,61,61,1010,0,18,18.80823792079814,1.700199999504548,61.363700000583776,6741.8
1774447066,50,,Aggregated,25.200000,0.000000,18,23,25,27,31,36,41,44,55,61,61,1037,0,18,18.863124686602536,1.700199999504548,61.363700000583776,6772.096432015429
1774447067,50,,Aggregated,25.300000,0.000000,18,23,25,27,31,35,41,44,55,61,61,1058,0,18,18.82566011342906,1.700199999504548,61.363700000583776,6799.322306238185
1774447068,50,,Aggregated,25.000000,0.000000,18,23,25,27,32,36,41,44,55,61,61,1089,0,18,18.89397006428295,1.700199999504548,61.363700000583776,6841.425160697888
1774447069,50,,Aggregated,25.000000,0.000000,18,23,25,27,31,35,41,43,55,61,61,1114,0,18,18.778058797130402,1.700199999504548,61.363700000583776,6917.172351885099
1774447070,50,,Aggregated,25.000000,0.000000,18,23,25,27,31,35,41,43,55,61,61,1146,0,18,18.771359598606487,1.700199999504548,61.363700000583776,6875.00959860384
1774447071,50,,Aggregated,25.700000,0.000000,18,23,25,27,31,35,41,43,55,61,61,1173,0,18,18.797604603583093,1.700199999504548,61.363700000583776,6863.311167945439
1774447072,50,,Aggregated,26.300000,0.000000,18,23,25,27,31,35,41,43,55,61,61,1196,0,18,18.794006187294066,1.700199999504548,61.363700000583776,6857.2909698996655
1774447073,50,,Aggregated,25.400000,0.000000,18,23,25,27,31,35,41,43,55,61,61,1225,0,18,18.75136791836908,1.700199999504548,61.363700000583776,6785.292244897959
1774447074,50,,Aggregated,25.900000,0.000000,18,23,25,26,31,35,41,43,55,61,61,1251,0,18,18.733151239010347,1.700199999504548,61.363700000583776,6815.232613908873
1774447075,50,,Aggregated,26.400000,0.000000,18,23,25,26,31,35,41,43,55,61,61,1279,0,18,18.66167623143458,1.700199999504548,61.363700000583776,6751.366692728694
1774447076,50,,Aggregated,26.200000,0.000000,18,23,25,26,31,35,40,43,55,61,61,1308,0,18,18.622313532112052,1.700199999504548,61.363700000583776,6797.581039755351
1774447077,50,,Aggregated,26.700000,0.000000,18,23,25,26,31,35,40,43,55,61,61,1336,0,18,18.556463473057143,1.700199999504548,61.363700000583776,6767.642964071856
